time;datacenter_name;host_id;type;active;number_of_pes;available_pes;mips;available_mips;ram;available_ram;bw;available_bw;power_model;frequencies;mips_per_frequency;cpu_idle_power_per_frequency;cpu_full_power_per_frequency;vms;
300.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
600.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
900.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
1200.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
1500.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
1800.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
2100.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
2400.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
2700.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
3000.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
3300.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
3600.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
3900.01;Datacenter_1;0;host;true;16;0;40000;37000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:2,1000.0,8388.0,12.0:;
4200.01;Datacenter_1;0;host;false;16;0;40000;40000.0;32000;25164.0;10000;36.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,0.0,0.0,0.0:2,0.0,0.0,0.0:2,0.0,0.0,0.0:;
300.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
600.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
900.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
1200.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
1500.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
1800.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
2100.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
2400.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
2700.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
3000.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
3300.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
3600.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
3900.01;Datacenter_1;1;host;true;16;0;40000;37000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:;
4200.01;Datacenter_1;1;host;false;16;0;40000;40000.0;32000;25164.0;10000;32.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,0.0,0.0,0.0:2,0.0,0.0,0.0:2,0.0,0.0,0.0:;
300.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
600.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
900.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
1200.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
1500.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
1800.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
2100.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
2400.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
2700.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
3000.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
3300.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
3600.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
3900.01;Datacenter_1;2;host;true;16;0;40000;37000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,11.0:;
4200.01;Datacenter_1;2;host;false;16;0;40000;40000.0;32000;25164.0;10000;33.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,0.0,0.0,0.0:2,0.0,0.0,0.0:2,0.0,0.0,0.0:;
300.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
600.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
900.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
1200.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
1500.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
1800.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
2100.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
2400.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
2700.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
3000.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
3300.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
3600.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
3900.01;Datacenter_1;3;host;true;16;0;40000;37000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,10.0:2,1000.0,8388.0,11.0:2,1000.0,8388.0,9.0:;
4200.01;Datacenter_1;3;host;false;16;0;40000;40000.0;32000;25164.0;10000;30.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,0.0,0.0,0.0:2,0.0,0.0,0.0:2,0.0,0.0,0.0:;
300.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
600.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
900.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
1200.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
1500.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
1800.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
2100.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
2400.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
2700.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
3000.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
3300.01;Datacenter_1;4;host;true;16;0;40000;37000.0;32000;25164.0;10000;21.0;68.9,116.0,137.0,160.0,186.0,214.0,240.0,261.0,278.0,294.0,308.0,;1.6,1.867,2.133,2.4,;1498,1748,1997,2247,;68.35,68.5,68.6,68.75,;293.77,297.0,300.5,304.45,;2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:2,1000.0,8388.0,7.0:;
