datacenter_id;datacenter_name;id;type;role;bandwidth;total_used_bandwidth;traffic_history;ports;duration;power_per_port;low_power;high_power;is_active;
0;Datacenter_1;26;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;475,True,118,26,1000,4000.0:104,True,26,104,1000,1000.0:105,True,26,105,1000,1000.0:106,True,26,106,1000,1000.0:107,True,26,107,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;27;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;476,True,118,27,1000,4000.0:108,True,27,108,1000,1000.0:109,True,27,109,1000,1000.0:110,True,27,110,1000,1000.0:111,True,27,111,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;28;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;477,True,118,28,1000,4000.0:112,True,28,112,1000,1000.0:113,True,28,113,1000,1000.0:114,True,28,114,1000,1000.0:115,True,28,115,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;29;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;478,True,119,29,1000,4000.0:116,True,29,116,1000,1000.0:117,True,29,117,1000,1000.0:118,True,29,118,1000,1000.0:119,True,29,119,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;30;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;479,True,119,30,1000,4000.0:120,True,30,120,1000,1000.0:121,True,30,121,1000,1000.0:122,True,30,122,1000,1000.0:123,True,30,123,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;31;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;480,True,119,31,1000,4000.0:124,True,31,124,1000,1000.0:125,True,31,125,1000,1000.0:126,True,31,126,1000,1000.0:127,True,31,127,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;32;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;481,True,119,32,1000,4000.0:128,True,32,128,1000,1000.0:129,True,32,129,1000,1000.0:130,True,32,130,1000,1000.0:131,True,32,131,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;33;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;482,True,119,33,1000,4000.0:132,True,33,132,1000,1000.0:133,True,33,133,1000,1000.0:134,True,33,134,1000,1000.0:135,True,33,135,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;34;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;483,True,120,34,1000,4000.0:136,True,34,136,1000,1000.0:137,True,34,137,1000,1000.0:138,True,34,138,1000,1000.0:139,True,34,139,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;35;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;484,True,120,35,1000,4000.0:140,True,35,140,1000,1000.0:141,True,35,141,1000,1000.0:142,True,35,142,1000,1000.0:143,True,35,143,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;36;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;485,True,120,36,1000,4000.0:144,True,36,144,1000,1000.0:145,True,36,145,1000,1000.0:146,True,36,146,1000,1000.0:147,True,36,147,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;37;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;486,True,120,37,1000,4000.0:148,True,37,148,1000,1000.0:149,True,37,149,1000,1000.0:150,True,37,150,1000,1000.0:151,True,37,151,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;38;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;487,True,120,38,1000,4000.0:152,True,38,152,1000,1000.0:153,True,38,153,1000,1000.0:154,True,38,154,1000,1000.0:155,True,38,155,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;39;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;488,True,121,39,1000,4000.0:156,True,39,156,1000,1000.0:157,True,39,157,1000,1000.0:158,True,39,158,1000,1000.0:159,True,39,159,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;40;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;489,True,121,40,1000,4000.0:160,True,40,160,1000,1000.0:161,True,40,161,1000,1000.0:162,True,40,162,1000,1000.0:163,True,40,163,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;41;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;490,True,121,41,1000,4000.0:164,True,41,164,1000,1000.0:165,True,41,165,1000,1000.0:166,True,41,166,1000,1000.0:167,True,41,167,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;42;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;491,True,121,42,1000,4000.0:168,True,42,168,1000,1000.0:169,True,42,169,1000,1000.0:170,True,42,170,1000,1000.0:171,True,42,171,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;43;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;492,True,121,43,1000,4000.0:172,True,43,172,1000,1000.0:173,True,43,173,1000,1000.0:174,True,43,174,1000,1000.0:175,True,43,175,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;44;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;493,True,122,44,1000,4000.0:176,True,44,176,1000,1000.0:177,True,44,177,1000,1000.0:178,True,44,178,1000,1000.0:179,True,44,179,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;45;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;494,True,122,45,1000,4000.0:180,True,45,180,1000,1000.0:181,True,45,181,1000,1000.0:182,True,45,182,1000,1000.0:183,True,45,183,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;46;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;495,True,122,46,1000,4000.0:184,True,46,184,1000,1000.0:185,True,46,185,1000,1000.0:186,True,46,186,1000,1000.0:187,True,46,187,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;47;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;496,True,122,47,1000,4000.0:188,True,47,188,1000,1000.0:189,True,47,189,1000,1000.0:190,True,47,190,1000,1000.0:191,True,47,191,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;48;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;497,True,122,48,1000,4000.0:192,True,48,192,1000,1000.0:193,True,48,193,1000,1000.0:194,True,48,194,1000,1000.0:195,True,48,195,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;49;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;498,True,123,49,1000,4000.0:196,True,49,196,1000,1000.0:197,True,49,197,1000,1000.0:198,True,49,198,1000,1000.0:199,True,49,199,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;50;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;499,True,123,50,1000,4000.0:200,True,50,200,1000,1000.0:201,True,50,201,1000,1000.0:202,True,50,202,1000,1000.0:203,True,50,203,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;51;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;500,True,123,51,1000,4000.0:204,True,51,204,1000,1000.0:205,True,51,205,1000,1000.0:206,True,51,206,1000,1000.0:207,True,51,207,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;52;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;501,True,123,52,1000,4000.0:208,True,52,208,1000,1000.0:209,True,52,209,1000,1000.0:210,True,52,210,1000,1000.0:211,True,52,211,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;53;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;502,True,123,53,1000,4000.0:212,True,53,212,1000,1000.0:213,True,53,213,1000,1000.0:214,True,53,214,1000,1000.0:215,True,53,215,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;54;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;503,True,124,54,1000,4000.0:216,True,54,216,1000,1000.0:217,True,54,217,1000,1000.0:218,True,54,218,1000,1000.0:219,True,54,219,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;55;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;504,True,124,55,1000,4000.0:220,True,55,220,1000,1000.0:221,True,55,221,1000,1000.0:222,True,55,222,1000,1000.0:223,True,55,223,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;56;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;505,True,124,56,1000,4000.0:224,True,56,224,1000,1000.0:225,True,56,225,1000,1000.0:226,True,56,226,1000,1000.0:227,True,56,227,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;57;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;506,True,124,57,1000,4000.0:228,True,57,228,1000,1000.0:229,True,57,229,1000,1000.0:230,True,57,230,1000,1000.0:231,True,57,231,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;58;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;507,True,124,58,1000,4000.0:232,True,58,232,1000,1000.0:233,True,58,233,1000,1000.0:234,True,58,234,1000,1000.0:235,True,58,235,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;59;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;508,True,125,59,1000,4000.0:236,True,59,236,1000,1000.0:237,True,59,237,1000,1000.0:238,True,59,238,1000,1000.0:239,True,59,239,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;60;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;509,True,125,60,1000,4000.0:240,True,60,240,1000,1000.0:241,True,60,241,1000,1000.0:242,True,60,242,1000,1000.0:243,True,60,243,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;61;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;510,True,125,61,1000,4000.0:244,True,61,244,1000,1000.0:245,True,61,245,1000,1000.0:246,True,61,246,1000,1000.0:247,True,61,247,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;62;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;511,True,125,62,1000,4000.0:248,True,62,248,1000,1000.0:249,True,62,249,1000,1000.0:250,True,62,250,1000,1000.0:251,True,62,251,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;63;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;512,True,125,63,1000,4000.0:252,True,63,252,1000,1000.0:253,True,63,253,1000,1000.0:254,True,63,254,1000,1000.0:255,True,63,255,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;64;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;513,True,126,64,1000,4000.0:256,True,64,256,1000,1000.0:257,True,64,257,1000,1000.0:258,True,64,258,1000,1000.0:259,True,64,259,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;65;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;514,True,126,65,1000,4000.0:260,True,65,260,1000,1000.0:261,True,65,261,1000,1000.0:262,True,65,262,1000,1000.0:263,True,65,263,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;66;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;515,True,126,66,1000,4000.0:264,True,66,264,1000,1000.0:265,True,66,265,1000,1000.0:266,True,66,266,1000,1000.0:267,True,66,267,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;67;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;516,True,126,67,1000,4000.0:268,True,67,268,1000,1000.0:269,True,67,269,1000,1000.0:270,True,67,270,1000,1000.0:271,True,67,271,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;68;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;517,True,126,68,1000,4000.0:272,True,68,272,1000,1000.0:273,True,68,273,1000,1000.0:274,True,68,274,1000,1000.0:275,True,68,275,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;69;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;518,True,127,69,1000,4000.0:276,True,69,276,1000,1000.0:277,True,69,277,1000,1000.0:278,True,69,278,1000,1000.0:279,True,69,279,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;70;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;519,True,127,70,1000,4000.0:280,True,70,280,1000,1000.0:281,True,70,281,1000,1000.0:282,True,70,282,1000,1000.0:283,True,70,283,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;71;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;520,True,127,71,1000,4000.0:284,True,71,284,1000,1000.0:285,True,71,285,1000,1000.0:286,True,71,286,1000,1000.0:287,True,71,287,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;72;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;521,True,127,72,1000,4000.0:288,True,72,288,1000,1000.0:289,True,72,289,1000,1000.0:290,True,72,290,1000,1000.0:291,True,72,291,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;73;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;522,True,127,73,1000,4000.0:292,True,73,292,1000,1000.0:293,True,73,293,1000,1000.0:294,True,73,294,1000,1000.0:295,True,73,295,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;74;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;523,True,128,74,1000,4000.0:296,True,74,296,1000,1000.0:297,True,74,297,1000,1000.0:298,True,74,298,1000,1000.0:299,True,74,299,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;75;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;524,True,128,75,1000,4000.0:300,True,75,300,1000,1000.0:301,True,75,301,1000,1000.0:302,True,75,302,1000,1000.0:303,True,75,303,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;76;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;525,True,128,76,1000,4000.0:304,True,76,304,1000,1000.0:305,True,76,305,1000,1000.0:306,True,76,306,1000,1000.0:307,True,76,307,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;77;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;526,True,128,77,1000,4000.0:308,True,77,308,1000,1000.0:309,True,77,309,1000,1000.0:310,True,77,310,1000,1000.0:311,True,77,311,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;78;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;527,True,128,78,1000,4000.0:312,True,78,312,1000,1000.0:313,True,78,313,1000,1000.0:314,True,78,314,1000,1000.0:315,True,78,315,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;79;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;528,True,129,79,1000,4000.0:316,True,79,316,1000,1000.0:317,True,79,317,1000,1000.0:318,True,79,318,1000,1000.0:319,True,79,319,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;80;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;529,True,129,80,1000,4000.0:320,True,80,320,1000,1000.0:321,True,80,321,1000,1000.0:322,True,80,322,1000,1000.0:323,True,80,323,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;81;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;530,True,129,81,1000,4000.0:324,True,81,324,1000,1000.0:325,True,81,325,1000,1000.0:326,True,81,326,1000,1000.0:327,True,81,327,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;82;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;531,True,129,82,1000,4000.0:328,True,82,328,1000,1000.0:329,True,82,329,1000,1000.0:330,True,82,330,1000,1000.0:331,True,82,331,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;83;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;532,True,129,83,1000,4000.0:332,True,83,332,1000,1000.0:333,True,83,333,1000,1000.0:334,True,83,334,1000,1000.0:335,True,83,335,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;84;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;533,True,130,84,1000,4000.0:336,True,84,336,1000,1000.0:337,True,84,337,1000,1000.0:338,True,84,338,1000,1000.0:339,True,84,339,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;85;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;534,True,130,85,1000,4000.0:340,True,85,340,1000,1000.0:341,True,85,341,1000,1000.0:342,True,85,342,1000,1000.0:343,True,85,343,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;86;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;535,True,130,86,1000,4000.0:344,True,86,344,1000,1000.0:345,True,86,345,1000,1000.0:346,True,86,346,1000,1000.0:347,True,86,347,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;87;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;536,True,130,87,1000,4000.0:348,True,87,348,1000,1000.0:349,True,87,349,1000,1000.0:350,True,87,350,1000,1000.0:351,True,87,351,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;88;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;537,True,130,88,1000,4000.0:352,True,88,352,1000,1000.0:353,True,88,353,1000,1000.0:354,True,88,354,1000,1000.0:355,True,88,355,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;89;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;538,True,131,89,1000,4000.0:356,True,89,356,1000,1000.0:357,True,89,357,1000,1000.0:358,True,89,358,1000,1000.0:359,True,89,359,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;90;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;539,True,131,90,1000,4000.0:360,True,90,360,1000,1000.0:361,True,90,361,1000,1000.0:362,True,90,362,1000,1000.0:363,True,90,363,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;91;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;540,True,131,91,1000,4000.0:364,True,91,364,1000,1000.0:365,True,91,365,1000,1000.0:366,True,91,366,1000,1000.0:367,True,91,367,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;92;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;541,True,131,92,1000,4000.0:368,True,92,368,1000,1000.0:369,True,92,369,1000,1000.0:370,True,92,370,1000,1000.0:371,True,92,371,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;93;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;542,True,131,93,1000,4000.0:372,True,93,372,1000,1000.0:373,True,93,373,1000,1000.0:374,True,93,374,1000,1000.0:375,True,93,375,1000,1000.0:;449.0;15.4;70;71;True;
0;Datacenter_1;94;switch;access switch;5000;4000.0;1000.0:1000.0:1000.0:1000.0:;543,True,132,94,1000,4000.0:376,True,94,376,1000,1000.0:377,True,94,377,1000,1000.0:378,True,94,378,1000,1000.0:379,True,94,379,1000,1000.0:;449.0;15.4;70;71;True;
